Geo Point;Nom;Boissons;Site web;Téléphone;Horaires;Accessible PMR;PMR (description);Toilettes PMR;Id Wikidata;Id Wikipédia;Code postal;other_tags
45.0833336,6.4526778;;;;;;;;;;;;
44.0625822,7.3906466;Relais de Merveilles;;;;;;;;;;;"{""food"": ""yes"", ""outdoor_seating"": ""yes""}"
45.562018,4.2770763;;;;;;;;;;;;
44.6828386,6.0750754;;;;;;;;;;;;
48.5956576,-2.2899587;Bar PMU;;;;;;;;;;;
43.9487431,4.8099647999999995;Au fût et à mesure;;;;;;;;;;;"{""was:amenity"": ""ice_cream"", ""source"": ""survey"", ""was:name"": ""Verino glacier"", ""survey:date"": ""2019-09-26""}"
49.1846155,-2.108093;Blue Note Bar;;;;;;no;;;;;
43.8280684,5.7820281;Le Mistral;;;;;;;;;;;
43.7471178,1.7861419;;;;;;;;;;;;
48.7140857,0.43148729999999996;;;;;;;;;;;;
49.3579795,0.0710899;Brok Café;;;;;;;;;;;"{""source"": ""survey""}"
48.6346355,-2.0559617;La Palm Night;;;;;;;;;;;
46.128032,3.424846;Le Casanova;;;;;;;;;;;"{""created_by"": ""iLOE 1.9""}"
46.0576653,6.5812653;Marysam;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
46.1250446,3.4215917;Venus Draft Beer Shop;;;;;;;;;;03200;"{""addr:housenumber"": ""15"", ""source"": ""survey"", ""survey:date"": ""2019-08-31"", ""addr:city"": ""Vichy"", ""outdoor_seating"": ""yes"", ""addr:country"": ""FR"", ""addr:street"": ""Passage de l'Amiraut\u00e9""}"
43.2442118,2.8950698;Le Mazet;;;;;limited;;;;;;
45.360644,2.3372644;Chez Brigitte;;;;;;;;;;;"{""shop"": ""convenience""}"
46.4750918,-1.7528937;Vanilla Beach;;;;;;;;;;;"{""source"": ""Bing""}"
48.8269252,2.1893653;;;;;;;;;;;;
44.8110849,0.8238322;Au rendez-vous 2;;;;;;;;;;;
47.6408077,-2.9504932;Le Vieux Pont;"Grimbergen;Kerblei";;;;;;;;;;"{""internet_access"": ""no""}"
49.4917091,0.13617659999999998;WAB;;http://www.wablobbylounge.com/content/pages/intro.php;;;;;;;;76600;"{""addr:housenumber"": ""33"", ""addr:street"": ""rue d'I\u00e9na""}"
41.9236139,8.7388653;Le Pingouin;;;;;;;;;;;
49.4881524,0.1114954;Coktail club;;;;;;;;;;;
48.8443615,2.2189301;Tabac de la Poste;;;;;;;;;;;"{""addr:housenumber"": ""4"", ""source"": ""survey"", ""tobacco"": ""yes"", ""addr:street"": ""Place du Pas de Saint-Cloud""}"
49.493524,0.11689959999999999;Saint-Claude;;;;;;;;;;;
50.2783708,3.974885;;;;;;;;;;;;
45.0091853,4.397768;PMU;;;;;;;;;;;
48.1152004,-1.6845862;Le Papier Timbré;Lancelot;http://www.papier-timbre.org/;;"Lundi-Vendredi 16h30-01h00; Samedi 12h00-01h00";;;;;;35000;"{""addr:housenumber"": ""39"", ""addr:city"": ""Rennes"", ""source:addr"": ""Rennes M\u00e9tropole"", ""source:addr:version"": ""2016-04-01"", ""addr:street"": ""Rue de Dinan"", ""source:addr:housenumber:ref"": ""84849""}"
48.2176353,3.2869459;Le Clément;;;;;;;;;;;"{""shop"": ""tobacco""}"
48.7016482,2.189827;Hall of Beer;;;;Mardi-Jeudi 17h00-24h00, Vendredi,Samedi 17h00-02h00;;;;;;;"{""microbrewery"": ""yes""}"
43.2929949,5.3928165;Scuderia Café;;;;;no;;;;;;"{""fixme"": ""Ajouter informations""}"
48.9938813,1.7273166999999998;à la Petite Jeunesse;;;;;;;;;;;"{""source"": ""survey""}"
44.7363276,-1.0871614;;;;;;;;;;;;
47.2119862,-1.5617771999999999;Melocotton;;http://www.melocotton-nantes.fr;;Mardi-Samedi 17h00-02h00;no;;;;;44000;"{""addr:housenumber"": ""9"", ""addr:housename"": ""Melocotton"", ""description"": ""Caf\u00e9-concert"", ""addr:street"": ""Rue de l'H\u00e9ronni\u00e8re""}"
45.6722131,3.1275584;Le Pressoir;;;;;;;;;;;
49.1852037,6.8971443;Café du Marché;;;;;;;;;;;
48.8947683,2.4630776;;;;;;;;;;;;
45.7745827,4.8309974;Ninkasi;;https://www.ninkasi.fr/fr/ninkasi/croix-rousse.html;;;yes;;;;;;"{""diet:vegetarian"": ""yes"", ""diet:vegan"": ""yes""}"
48.5969852,-2.2894655999999998;;;;;;;;;;;;
44.3656006,3.412413;Bar de la Digue;;;;;;;;;;;
43.3225293,5.4124822;Bar des Platanes;;;;;no;;;;;;"{""addr:street"": ""Boulevard Bouge"", ""addr:city"": ""Marseille"", ""addr:country"": ""FR""}"
44.9058124,4.4228967;Le Grand Café;;;+33 4 75 30 79 06;;;;;;;;
46.3834226,5.3454037;Le Sud;;;;;;;;;;;
43.9557851,4.8428887;Bar Tabac Le Pigeonnier;;;;;;;;;;;
48.8421986,2.2819707;Millésime;;;;;;;;;;75015;"{""addr:housenumber"": ""161"", ""addr:street"": ""Rue Saint-Charles""}"
49.5785839,2.9949616;Le Paris;;;;;;;;;;;
48.5426704,-1.0917065;;;;;;;;;;;;
44.1817448,6.6270768;Le Rétro;;;;;;;;;;;
43.3221053,-0.40246000000000004;;;;;;;;;;;;
47.5538074,-2.4821935;Le Commerce;;;;;;;;;;;
45.7529185,4.8283795;Two Amigos;;;;;;;;;;;"{""cuisine"": ""american;mexican""}"
44.8340998,-0.5664123999999999;La Flèche;;;;;;;;;;;"{""smoking"": ""outside"", ""outdoor_seating"": ""yes""}"
48.6877593,6.1879081;Café de la Terrasse;;;;;;;;;;;"{""addr:housenumber"": ""83"", ""source"": ""survey""}"
48.6605512,2.2421025;bar Le Versailles;;;;;;;;;;;
48.1542234,-0.4015568;L'europe;;;;;;;;;;;
48.888243,2.3741683;Bar du Métro;;;;;;;;;;;"{""note:fr"": ""Caf\u00e9 / bar"", ""source"": ""wikimedia""}"
47.6490543,-2.7768004;;;;;;;;;;;;
43.4697388,5.0241291;Camping Félix de la Bastide;;;;;;;;;;;"{""access"": ""private""}"
46.6229056,5.2105829;Cafétéria;;;;;yes;;;;;;"{""access"": ""private"", ""wifi"": ""no""}"
48.7991628,2.0699925;Le Longchamp;;;;;;;;;;;"{""tobacco"": ""yes""}"
49.6389416,-1.6314479;Le Cassin;;;;;;;;;;50100;"{""addr:housenumber"": ""2"", ""addr:street"": ""rue Asselin""}"
45.4226247,4.0665545;Liberté;;;;;;;;;;;
48.8607952,2.378459;Le Rochebrune;;;;;;;;;;;
44.7290376,5.0266426;Addict Café;;;;;;;;;;;
45.7766275,4.8350100000000005;La Voguette;;;;Lundi-Samedi 17h30-01h00;;;;;;;"{""smoking"": ""outside""}"
43.2859589,5.3847594;Henri's Pub;;;;;;;;;;;"{""note"": ""Pub Irlandais""}"
43.8307885,5.7980588;L'instant présent;;;+33 492772020;;;;;;;04100;"{""addr:housenumber"": ""260"", ""cuisine"": ""bar_\u00e0_vin;rhum;whisky"", ""addr:city"": ""Manosque"", ""addr:street"": ""Avenue R\u00e9gis Ryckebusch""}"
50.7588882,2.6048109;Café de la Mairie;;;;;;;;;;;"{""source"": ""local_knowledge""}"
47.5536947,-2.4841251;Les Voyageurs;;;;;;;;;;;
47.1288337,0.9956415;Bar Le Palais;;;;;no;;;;;;"{""building"": ""yes""}"
47.1322648,0.9980192999999999;Le P'tit zinc;;;;;;;;;;;"{""building"": ""yes""}"
48.4024647,-4.723081;La Mi-Temps;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2009""}"
45.0505874,5.047344;bar fleuri;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2017""}"
47.1660829,0.24097549999999998;Karolus Pub;;;+33 2 47 93 35 15;;;;;;;;"{""addr:housenumber"": ""24"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:street"": ""Rue Rabelais""}"
46.6329366,0.4899765;;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""wall"": ""no""}"
45.7598977,3.1126742;Le Nota Bene;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2009""}"
45.3837448,-0.23575649999999998;Bar du Commerce;Amstel;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
48.852189,2.3465789;Aux Trois Mailletz;;http://www.lestroismailletz.fr/;+33 1 43 54 00 79;;limited;;;Q2873116;fr:Aux Trois Mailletz;75005;"{""addr:housenumber"": ""56"", ""musical_instrument:piano"": ""yes"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Galande""}"
48.8995528,2.0827092;Le Milady's;;;;;;;;;;78100;"{""addr:housenumber"": ""119bis"", ""description"": ""Bar \u00e0 bi\u00e8res (belges), restaurant"", ""addr:street"": ""Rue L\u00e9on Desoyer""}"
48.2314287,-4.3575239;Le Magellan;;;;;;;;;;;"{""tobacco"": ""yes""}"
48.8939135,2.3350409;Chez Pradel;;;;;;;;;;;
48.9112488,2.3334069;Bar de la Poste;;;;;;;;;;;
44.3625532,2.5877075;Le Pont des Quatre Saison;;;;;;;;;;12850;"{""addr:housenumber"": ""4"", ""cuisine"": ""french"", ""fixme"": ""a verifier sur place pour le tel et si bon amnety"", ""food"": ""yes"", ""contact:phone"": ""+33565423622"", ""addr:street"": ""Route de S\u00e9v\u00e9rac""}"
46.6359495,1.3580856;;;;;;;;;;;;
44.8189165,-0.5989511;;;;;;;;;;;;
47.3655546,-1.6059857;;;;;;;;;;;;
44.7355093,1.3807627;Bourse de l'Immobilier;;;;;;;;;;;"{""shop"": ""estate_agent""}"
48.1936837,3.9988111;;;;;;;;;;;;
44.9061325,4.4224166;Le Grégoire Café;;;+33 4 75 29 60 84;Lundi-Dimanche 06h30-20h00;;;;;;;
49.7758338,3.277149;;;;;;;;;;;02690;"{""addr:housenumber"": ""1"", ""wifi"": ""yes"", ""addr:housename"": ""Le lutecia"", ""addr:street"": ""Rue de Flandre ""}"
43.2938422,5.3739962;Pub O quinze;;;;;;;;;;;
44.050984,6.1439922;"Bar ""Les Romarins""";;;;;;;;;;;
48.1996483,5.9496963;;;;;;;;;;;;"{""addr:housenumber"": ""22"", ""source"": ""knowledge""}"
43.3568572,5.4863775;;;;;;;;;;;;
45.2764908,5.8882069;Brasserie du Chardon;"Grande Chantourne;Chènevière;Craponette;Barbulle;Tête Rousse;Roche Noire;brassin éphémère";https://brasserie-du-chardon.com/;;"Mardi 15h00-20h30; Mercredi-Vendredi 11h00-20h30; Samedi 10h00-19h00";;;;;;38920;"{""addr:housenumber"": ""441"", ""craft"": ""brewery"", ""addr:housename"": ""Ecocentre"", ""addr:street"": ""Rue Charles de Gaulle""}"
48.8563589,2.4272504;Café du Centre;;;;;no;;;;;;
47.5530704,-2.48192;Le Welcome;;;;;;;;;;;
49.194414,2.4963437;;;;;;;;;;;;
43.534059,5.2522808;;;;;;;;;;;;
48.991266,1.9108453;;;;;;;;;;;;
48.991379,1.9105013999999998;Le Celtique;;;;;;;;;;;
45.767922,4.8306351;L'Antiquaire;;;;;;;;;;;
45.9490217,5.4403668;Café du Centre;;;;;;;;;;;
48.8242064,2.2103421;La Sevrienne;;;;;;;;;;92310;"{""addr:housenumber"": ""82"", ""source"": ""survey"", ""addr:street"": ""Grande Rue""}"
46.9347209,-1.4119625;La Trève;;;;;;;;;;;
48.2177274,-1.6962773;Au Bon Accueil;;;;;yes;;;;;;
47.5719025,-3.0754181;Exit Bar;;;;;;;;;;;"{""source"": ""local knowledge""}"
49.4924432,0.10553119999999999;Le Mac Daid's;"guinness;carlsberg;grimbergen";;;;;;;;;;
45.4244488,4.0659323;Pub;;;;;;;;;;;
47.9944763,-4.0947666;Le Rapido;;;;;;;;;;;
43.2947413,5.384649;Le Méso;;;;;;;;;;;"{""food"": ""yes""}"
43.7107032,7.2846874;Bar tabac;;;;;;;;;;06300;"{""addr:street"": ""route de Turin""}"
44.7501625,-0.4356952;;;;;;;;;;;;
48.2818731,4.0908569;;;;;;;;;;;;
48.888304,2.4572947;;;;;;;;;;;;
51.0793195,2.5171764999999997;La Civette;;;;;;;;;;;
46.5071265,1.5836437;;;;;;;;;;;;
44.0774286,6.1893346;Le Carré;;;;;limited;;;;;;
47.0708428,6.7065848;;;;;;;;;;;;
44.831787,-0.5696392;Titi Twister (Bar à Bières Belges);;;;;;;;;;33800;"{""addr:housenumber"": ""76"", ""addr:street"": ""rue Leyteire""}"
43.1393073,5.8478805;;;;;;;;;;;;
51.0386448,2.3720183;La Cambuse;;;+33 3 28 66 43 30;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2013""}"
47.324349,5.0298314;Eden Bar;;;;;;;;;;;
48.8660721,2.3482308;Experimental Cocktail Club;;http://www.experimentalcocktailclub.com;+33 1 45 08 88 09;;no;;;;;;"{""addr:housenumber"": ""37"", ""addr:street"": ""Rue Saint-Sauveur""}"
47.5494853,1.5426071000000001;;;;;;;;;;;;
48.8151286,-1.5694088;La Poste;;;;;;;;;;;
47.858943,5.3501271;Le relais de l'Etoile;;;+33325882516;;yes;;;;;52200;"{""addr:housenumber"": ""291"", ""cuisine"": ""french"", ""addr:city"": ""LANGRES"", ""addr:housename"": ""Le relais de l'Etoile"", ""addr:street"": ""Rue de la Poudri\u00e8re""}"
44.6413702,-1.2015918;L'oubli;;;;;;;;;;;
44.6412726,-1.200872;Le comptoir du Moulleau;;;;;;;;;;;
42.9860573,1.1432897;Café Faur;;;;;;;;;;;
48.4502603,-4.2510672;Le Réveil Matin;Sant-Erwann;;;;;;;;;;
44.9148365,-0.24399459999999998;La Civette;;;;;;;;;;;
45.7650895,4.6606569;Le Pot Lyonnais;;;+33 4 78 48 18 39;;;;;;;69290;"{""addr:housenumber"": ""6"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Pollionnay"", ""addr:street"": ""Route de la Croix du Ban""}"
43.9586054,5.7808337;;;;;;;;;;;;
48.0100881,6.7176103;Le café des Vosges;;;;;;;;;;;
48.0078914,6.7161480000000005;Les Grandes Gueules;;;;;;;;;;;
46.4493085,4.1187143;Café du centre;;;;;;;;;;71600;"{""addr:housenumber"": ""29"", ""addr:city"": ""Paray-le-Monial"", ""addr:street"": ""Rue des Deux Ponts""}"
47.6760451,-2.5709839;Le Sulniac;;;;;;;;;;;
48.8005373,2.4019829;Au départ;;;;;;;;;;94400;
48.6510102,-2.0245876;Les Brassins de Saint-Malo;;;;;;;;;;;"{""shop"": ""alcohol"", ""microbrewery"": ""yes"", ""craft"": ""brewery"", ""contact:website"": ""http://www.lesbrassinsdesaintmalo.com/"", ""contact:phone"": ""+33 2 99 20 52 99""}"
45.7764181,3.0863289;Le brin de zinc;;;;Mardi-Samedi 18h00-01h00;;;;;;;"{""source"": ""Survey"", ""wifi"": ""no""}"
43.8631112,6.1267827;Café des Arts;;;;;;;;;;;
49.0463543,-0.3263259;Le Newton;;;;;;;;;;;
49.0185001,-0.0331016;Bistro;;;;;;;;;;;
45.5497079,3.7397515;Le Globe;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2013""}"
44.3255195,3.5930695;Chez Martine et John;;;;;no;;;;;;"{""addr:housenumber"": ""4"", ""addr:street"": ""Place Boyer""}"
46.3037644,4.8338145;Les Arts;;;;;;;;;;;
45.4393575,4.3879713;Le Glasgow;;;;;;;;;;;"{""addr:housenumber"": ""3"", ""addr:street"": ""Place de l'H\u00f4tel de Ville""}"
46.6895586,5.6374394;;;;;;;;;;;;
44.6670664,2.6797269;;;;;;;;;;;;"{""access"": ""destination""}"
48.8930088,2.3377693;Au Bon Coin;;;+33 1 46 06 91 36;;;;;;;;"{""smoking"": ""outside""}"
45.5713205,5.9190267;Le 41;;;;;;;;;;;
44.9308837,4.8952202;Le Cham's;;;;;;;;;;26000;"{""addr:housenumber"": ""35"", ""addr:city"": ""Valence"", ""addr:street"": ""avenue F\u00e9lix Faure""}"
43.4044895,3.6995966;Le Millénium;;;;;;;;;;;
43.4083623,3.6979308;Le petit duc;;;;;no;;;;;;
43.402536,3.698366;Terroirs D'Occitanie;;;;;yes;;;;;34200;"{""addr:housenumber"": ""6"", ""note"": ""CARTO-SILAT-10-2013"", ""addr:city"": ""S\u00e8te"", ""source"": ""LOCAL_SURVEY"", ""addr:street"": ""Rue Lazare Carnot""}"
49.1251037,6.9368283;ASL;;;;;;;;;;;
44.8284007,-0.5746062;Zig Zag Bar;;;;;;;;;;;
49.4809333,6.3902967;Sekthaus Gerd Petgen;;http://www.petgen.de/;+49 6867 1404;;;;;;;;"{""source:date"": ""2016-03-18"", ""source"": ""http://www.petgen.de/"", ""fax"": ""+49 6867 1405"", ""craft"": ""winery"", ""email"": ""petgen@petgen.de""}"
48.8929606,2.3633496;La Rotonde Hébertine;;;;;;;;;;;"{""shop"": ""tobacco"", ""restaurant"": ""yes""}"
45.7587665,4.8260433;Dilemme Club;;;;;;;;;;69005;"{""addr:housenumber"": ""15"", ""addr:city"": ""Lyon"", ""addr:street"": ""Rue du Doyenn\u00e9""}"
45.7646449,4.8281015;Big White;yes;;;Mardi-Samedi 17h00-01h00;;;;;;;"{""outdoor_seating"": ""no""}"
48.5797521,-2.1401672;Bar de la Mairie;;;+33 2 96272237;;;;;;;;"{""addr:housenumber"": ""1""}"
43.600519,1.449914;Le Sylène;;;;;;;;;;;"{""source"": ""survey""}"
48.8956929,2.4256425999999998;La Source;;;;;;;;;;;"{""survey:date"": ""2019-01-28""}"
45.1723845,5.7247218;Le Floride;;;;;;;;;;;
47.3242827,5.0397475;Mac Callaghan;;;;;;;;;;;"{""smoking"": ""outside"", ""outdoor_seating"": ""yes""}"
43.9451041,4.8131561;La cave des pas sages;;;;;;;;;;;"{""source"": ""survey"", ""survey:date"": ""2019-02-21""}"
48.6855964,6.1860369;Bar des Vedettes;;;;;;;;;;;"{""source"": ""survey""}"
45.777695,3.0850681;The Salvation Jane Pub;"Guinness;Murphy's Irish Red;Rothaus;Innis IPA;black town ipa";;;Mardi,Mercredi 17h00-01h00, Jeudi-Samedi 17h00-02h00, Dimanche 11h00-16h00;;;;;;;
45.1847579,5.7150286999999995;Le Diamant Noir;;;;;no;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2013""}"
44.5526935,3.2908494;Café du commerce - Chez Mimi;;;;;;;;;;;"{""source"": ""survey""}"
43.6109605,1.4392442;Le Communard;;https://www.facebook.com/pages/Le-Communard/127924427302574;;"Lundi-Vendredi 17h00-2:00; Samedi 17h00-3:00";;;;;;31000;"{""addr:housenumber"": ""14"", ""description"": ""Le Bistrot Voyageur"", ""smoking"": ""outside"", ""addr:street"": ""Place Arnaud Bernard"", ""addr:city"": ""Toulouse""}"
45.876813,4.838633;Brasserie du Val de Saône;;https://brasserie-val-de-saone.business.site/;+33 4 72 80 99 78;;;;;;;69250;"{""addr:housenumber"": ""3"", ""food"": ""yes"", ""addr:city"": ""Neuville-sur-Sa\u00f4ne"", ""addr:street"": ""Quai Pasteur""}"
47.7938187,-1.0537697;Chin's Bar;;;;;;;;;;;
48.8660625,2.3460591;Les écuries;;http://lesecuries-bar.com/;+33 1 40 26 80 06;Lundi-Dimanche 18h00-01h00;;;;;;75002;"{""addr:housenumber"": ""8"", ""source"": ""survey 11/2017"", ""addr:city"": ""Paris"", ""level"": ""0"", ""addr:street"": ""Rue Bachaumont""}"
46.8171726,4.5682062;;;;;;;;;;;;
43.594205,3.082347;Le Diamantina;;;;;;;;;;;
45.070618,4.8275486999999995;Pleinet Bar;;;;;;;;;;;"{""source"": ""survey""}"
45.5667659,5.921329;Bar du Soleil;;;;;;;;;;;
49.792453,1.1086786;Le Longchamp;;;;;;;;;;76590;"{""addr:housenumber"": ""23"", ""addr:housename"": ""Bar PMU - Maison de la presse"", ""addr:city"": ""Longueville-sur-Scie"", ""addr:street"": ""Rue Guyemer""}"
45.9837732,6.9267847;Le Slalom;;;;;;;;;;;"{""internet_access"": ""yes""}"
45.597063,5.8781734;Les Trois Éléments;;;;;;;;;;;
45.7471279,-0.6342921;Café Le Théatre;;;;;;;;;;;
45.6902019,-0.3191691;Le Snooker;;;;;;;;;;;
43.2891868,6.1357741;La Regence;;;;;;;;;;;"{""smoking"": ""no"", ""tobacco"": ""yes""}"
49.6347811,0.8544406;La Clairière;;;;;;;;;;;
47.2561161,-2.2713851;Bières et Chopes;Barbãr;https://www.bieres-et-chopes.fr/;+33240423948;"Mardi-Mercredi 10h00-20h00; Jeudi-Samedi 10h00-21h00";;;;;;44600;"{""addr:housenumber"": ""4"", ""shop"": ""alcohol"", ""addr:city"": ""Saint-Nazaire"", ""addr:street"": ""Route du Petit L\u00e9rioux""}"
43.7102231,7.2609235;Bar PMU Le Forez;;;;;;;;;;;
43.7102138,7.2606119;Le nautic;;;;;;;;;;;
45.0354066,5.0526923;Brasserie Au Sucré Salé;;;;;;;;;;;
49.2475741,1.4188504;;;;;;;;;;;;
48.8725856,2.3023103;Le Jet Set;;;;;;;;;;;
48.8279464,2.3509922;Sputnik;"Blanche des neige;Delirium Tremens;Tripel Karmeliet";;+33951716353;Lundi-Samedi 17h00-02h00, Dimanche 16h00-24h00;;;;;;75013;"{""addr:housenumber"": ""14"", ""addr:street"": ""rue Butte aux Cailles"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
47.2151059,-1.5570618;La Réserve;;;+33 2 40 89 69 70;"Lundi 11h00-24h00; Mardi-Samedi 00h00-02h00,11h00-24h00; Dimanche 00h00-02h00";;;;;;;"{""addr:housenumber"": ""8"", ""survey:date"": ""2018-12-09"", ""addr:city"": ""Nantes"", ""addr:street"": ""Rue Saint-Nicolas""}"
48.6958651,-3.0078687;Bar des Sports;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2014""}"
46.3718557,6.4794292;Le Flore;;;;;;;;;;;
45.5256034,4.8746116;Le Bar du temple;;https://fr-fr.facebook.com/pages/BAR-DU-TEMPLE/224672194264297;+33 4 74 31 94 19;;;;;;;38200;"{""addr:housenumber"": ""5"", ""addr:city"": ""Vienne"", ""addr:street"": ""Place Charles de Gaulle""}"
46.5029531,-1.7942415;;;;;;;;;;;;
46.5013055,2.8756027;The Shiels;;;;;;;;;;;
45.8341347,1.2654762;Lord John;;;;;;;;;;87000;"{""addr:housenumber"": ""19"", ""addr:city"": ""Limoges"", ""addr:street"": ""Avenue du G\u00e9n\u00e9ral de Gaulle""}"
48.8526497,2.3891013;Le Métro;;;;;;;;;;;"{""source"": ""survey""}"
50.6325878,3.1057153;Au Bienvenue;;;;;;;;;;;"{""addr:housenumber"": ""175"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2014""}"
42.6538369,9.0671018;;;;;;;;;;;;
45.8329691,1.2553475;Le Pyla c'est pas là;;;;;yes;;;;;;"{""addr:street"": ""Place Denis Dussoub""}"
48.8160826,2.3772932;Le Pierre Curie;;;;;limited;;;;;;
48.3274093,-1.8322951;Le Zénith;;;;;;;;;;;
43.2754664,5.3957256;La Civette du Parc;;;;;;;;;;13008;"{""source"": ""Field Data Collection"", ""wifi"": ""no"", ""addr:street"": ""Boulevard Rabatau""}"
48.8947706,2.3527604;Ho's kfe;;;;;;;;;;;"{""shop"": ""tobacco"", ""source"": ""survey""}"
45.7537758,-0.9464674;Chez Henri;;;;;;;;;;;
45.4850753,6.5320171;Le Relais des Stations;;;;;;;;;;73600;"{""addr:housenumber"": ""59"", ""addr:city"": ""Mo\u00fbtiers"", ""addr:street"": ""Square de la Libert\u00e9""}"
48.8655102,2.2838972;L'Acapulco;"Heineken;Affligem;Pelforth";;+33 1 45 53 79 67;;;;;;;75016;"{""addr:housenumber"": ""84"", ""internet_access"": ""yes"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue de Longchamp""}"
48.3547749,5.6927856;Le Pollet;;;;;;;;;;;"{""food"": ""yes"", ""outdoor_seating"": ""yes""}"
48.1089506,-1.665865;La Bolée;;;;Lundi-Vendredi 11h30-01h00;;;;;;35000;"{""addr:housenumber"": ""14"", ""addr:city"": ""Rennes"", ""source:addr"": ""Rennes M\u00e9tropole"", ""source:addr:version"": ""2016-04-01"", ""was:name"": ""Le pyranha"", ""addr:street"": ""Boulevard Ren\u00e9 Laennec"", ""start_date"": ""2019"", ""source:addr:housenumber:ref"": ""60608""}"
48.8753782,2.3736728;Le 9b;;;;;;;;;;;
48.5780956,7.7339531;Le Cul-Terreux;"yes;various";;;;;;;;;;"{""outdoor_seating"": ""yes""}"
48.8666813,2.3854927;Les Trois 8;;http://www.lestrois8.fr/accueil.php;+33 1 40 33 47 70;"Lundi-Samedi 17h00-02: 00; Dimanche 15h00-00h00";;;;;;75020;"{""addr:housenumber"": ""11"", ""drink"": ""craft_beer;wine"", ""description"": ""Bistro / Bar Bi\u00e8re Artisanale & Vin Naturel"", ""level"": ""0"", ""outdoor_seating"": ""no"", ""addr:city"": ""Paris"", ""smoking"": ""outside"", ""addr:street"": ""Rue Victor Letalle"", ""email"": ""contact@lestrois8.fr"", ""internet_access"": ""yes""}"
41.9174427,8.7348982;;;;;;;;;;;;
45.823562,4.9518967;La Terrasse;;;;;;;;;;;
48.3841716,-4.4882035;Le Voltaire;;;;;;;;;;;"{""shop"": ""newsagent"", ""tobacco"": ""yes""}"
48.3956809,-4.4813328;Le Jabadao;;;;;;;;;;;
48.4149958,-4.4836946;Bar Jeux;;;;;;;;;;;
48.382315,-4.6212389;Le Korrigan;;;;;;;;;;29280;"{""addr:housenumber"": ""1"", ""addr:city"": ""Plouzan\u00e9"", ""addr:street"": ""Route de Saint-Renan""}"
48.3982494,-4.4817725;Le Plaza;;;;;;;;;;;
48.7297579,2.3270056;Café du Coin;;;;;;;;;;;
47.9571002,7.2998104999999995;A l'ours noir;;;;;;;;;;;"{""source"": ""local knowledge""}"
